player,pos,year,bodyfat%,hand_len_in,hand_width_in,height_wo_shoes,height_w_shoes,standing_reach,weight_lbs,wingspan,lane_agility_s,shuttle_run_s,three_q_sprint_s,standing_vert_in,max_vert_in,max_bench_reps
Aaron Holiday,PG,2018-19,6.40%,8.75,8.5,5' 11.75'',6' 0.75'',8' 1'',187,6' 7.5'',10.96,3.22,3.27,25.5,33,-
Kevin Huerter,SG,2018-19,8.60%,8.25,8.5,6' 6.25'',6' 7.25'',8' 5.5'',194,6' 7.5'',10.89,2.97,3.09,31,38,9
Jaren Jackson,PF-C,2018-19,7.20%,10,10,6' 9.75'',6' 11.25'',9' 2'',236,7' 5.25'',-,-,-,-,-,-
Justin Jackson,PF,2018-19,8.90%,9,9.5,6' 6'',6' 6.75'',8' 9'',229.4,7' 3'',-,-,-,-,-,-
Alize Johnson,PF,2018-19,8.10%,8.5,9.75,6' 7.25'',6' 8'',8' 7'',216.6,6' 8.75'',11.83,3.28,3.38,25,31,8
George King,SF-SG,2018-19,7.25%,9,10.25,6' 4.75'',6' 6'',8' 5.5'',218.6,6' 11.5'',10.75,3.08,3.29,31,39,15
Kevin Knox,SF,2018-19,4.95%,8.75,9.25,6' 7.75'',6' 9'',9' 0'',212.6,6' 11.75'',-,-,-,-,-,-
Sagaba Konate,C,2018-19,7.35%,9.25,10,6' 6.5'',6' 7.5'',8' 10.5'',246,7' 0'',12.28,3.36,3.28,31.5,35,12
Caleb Martin,SF-SG,2018-19,7.00%,8.5,8.75,6' 4.75'',6' 6'',8' 5.5'',195.8,6' 10'',10.43,2.75,3.26,29,36.5,6
Cody Martin,SG-SF,2018-19,5.45%,8.5,9,6' 4.75'',6' 6'',8' 6.5'',188.6,6' 10.25'',10.64,3.05,3.09,29,36.5,4
Yante Maten,PF-C,2018-19,8.10%,9.25,10,6' 7.25'',6' 8.5'',8' 11.5'',246.2,7' 0.5'',11.35,3.13,3.17,27,31.5,18
Brandon McCoy,C,2018-19,8.70%,9.75,9.5,6' 11.5'',7' 0.5'',9' 2.5'',250.4,7' 2'',11.77,3.31,3.23,27.5,32,9
DeAnthony Melton,SG-PG,2018-19,5.20%,8.5,9.5,6' 2.25'',6' 3.25'',8' 3.5'',193.2,6' 8.5'',11.48,3.33,3.23,31,36.5,1
Chimezie Metu,PF-C,2018-19,5.05%,9,9.25,6' 8.5'',6' 9.5'',9' 0'',219.6,7' 0.5'',11.89,3.25,3.33,29.5,36,5
Shake Milton,SG-PG,2018-19,6.80%,8.75,9.5,6' 4.5'',6' 5.5'',8' 3.5'',207.2,7' 0.75'',11.07,3.19,3.25,30,33,2
Sviatoslav Mykhailiuk,SG-SF,2018-19,8.45%,8.25,9.5,6' 6.5'',6' 7.75'',8' 4'',211.6,6' 4.75'',11.25,3.18,3.15,30.5,37,4
Malik Newman,SG,2018-19,6.25%,8.5,9.5,6' 2.5'',6' 3.25'',8' 2.5'',189.2,6' 5.5'',10.9,3.18,3.13,27.5,33.5,-
Josh Okogie,SG,2018-19,5.20%,9,9.75,6' 3'',6' 4.5'',8' 6'',210.8,7' 0'',11.08,3.03,3.04,33,42,12
Theo Pinson,SG-SF,2018-19,7.35%,9,9,6' 5'',6' 6.75'',8' 7.5'',211.2,6' 10.75'',11.53,3.11,3.22,27,34,7
Jontay Porter,C-PF,2018-19,13.85%,8.75,9.5,6' 10'',6' 11.5'',9' 1'',236,7' 0.25'',11.9,3.07,3.4,25.5,31,9
Michael Porter,SF-PF,2018-19,6.40%,8.75,9.25,6' 9.5'',6' 10.75'',9' 0.5'',211,7' 0.25'',-,-,-,-,-,-
Billy Preston,PF,2018-19,5.45%,9.25,9.5,6' 8.75'',6' 10.5'',9' 0'',222.4,7' 2'',11.26,3.35,3.2,25,33,-
Jerome Robinson,SG,2018-19,6.05%,9,10,6' 4'',6' 5'',8' 2'',188.4,6' 7.25'',-,-,-,-,-,-
Collin Sexton,PG,2018-19,5.60%,8.25,8.5,6' 0.5'',6' 1.5'',8' 2.5'',183,6' 7.25'',-,-,-,-,-,-
Landry Shamet,PG,2018-19,4.85%,8,9,6' 4'',6' 5.25'',8' 4'',188.6,6' 6.75'',11.26,3.21,3.11,31,39.5,8
Anfernee Simons,SG-PG,2018-19,7.70%,8.75,9,6' 2.25'',6' 3.25'',8' 3.5'',183.2,6' 9.25'',11.27,3.16,3.1,32,41.5,1
Zhaire Smith,SF-SG,2018-19,6.05%,8.75,8.25,6' 2.75'',6' 4'',8' 4'',198.6,6' 9.75'',11.02,3.15,3.05,33,41.5,10
Ray Spalding,PF,2018-19,5.55%,9.25,9,6' 9'',6' 10.25'',9' 1'',215.4,7' 4.75'',11.48,3.2,3.34,26,32,12
Omari Spellman,PF-C,2018-19,13.75%,9,9,6' 8'',6' 9.25'',8' 11.5'',253.8,7' 2'',12.28,3.35,3.38,28.5,35.5,8
Khyri Thomas,SG,2018-19,6.40%,8.75,9.25,6' 2.5'',6' 3.75'',8' 5'',198.8,6' 10.5'',10.96,3.18,3.18,30,35,14
Gary Trent,SG,2018-19,7.00%,8.5,9.5,6' 4.25'',6' 5.75'',8' 2'',204.2,6' 8.75'',11.37,2.99,3.12,33.5,39.5,12
Allonzo Trier,SG,2018-19,4.95%,8.25,10.5,6' 3.75'',6' 5.25'',8' 2'',198,6' 6.75'',11.02,2.97,3.14,32,40,11
Moritz Wagner,C-PF,2018-19,6.75%,9,10.75,6' 10.5'',6' 11.5'',9' 0'',241.4,7' 0'',11.48,3.07,3.18,27,34,8
Lonnie Walker,SG,2018-19,5.65%,9,9.5,6' 3.75'',6' 4.5'',8' 3.5'',196.2,6' 10.25'',10.87,2.91,3.06,31.5,40,12
PJ Washington,PF,2018-19,6.85%,9,10.25,6' 6.5'',6' 8'',8' 11'',223,7' 2.5'',11.39,3.43,3.2,27,34,3
Austin Wiley,C,2018-19,5.00%,9.75,10.25,6' 8.25'',6' 10'',9' 3'',249.4,7' 5'',12.79,3.27,3.3,28,33.5,14
Kris Wilkes,SF,2018-19,5.15%,8.75,9.25,6' 6.5'',6' 7.5'',8' 7.5'',205,6' 10.25'',11.29,3.16,3.24,28,35.5,1
Kenrich Williams,SF,2018-19,5.95%,8.5,9.75,6' 6'',6' 7.5'',8' 7.5'',200.4,6' 7.25'',10.86,3.28,3.19,28,33,14
Trae Young,PG,2018-19,5.35%,8,9.25,6' 0.5'',6' 1.75'',7' 11.5'',177.8,6' 3'',-,-,-,-,-,-
Nickeil Alexander-Walker,SG,2019-20,5.90%,8.5,8.75,6' 4.25'',6' 5.5'',8' 6'',203.8,6' 9.5'',-,-,-,-,-,-
RJ Barrett,SF,2019-20,-%,-,-,,,,-,,-,-,-,-,-,-
Charles Bassey,C,2019-20,8.50%,9.25,9.5,6' 8.75'',6' 10'',9' 1.5'',239,7' 3.5'',12.65,3.27,3.53,29,33,7
Darius Bazley,PF,2019-20,3.60%,9,9.75,6' 7.75'',6' 9'',8' 11'',208.4,7' 0'',11.09,2.95,3.27,30.5,37,4
Bol Bol,C,2019-20,7.10%,9.25,9.5,7' 0.75'',7' 2.5'',9' 7.5'',208,7' 7'',-,-,-,-,-,-
Jordan Bone,SG,2019-20,5.00%,7.5,9.25,6' 1.5'',6' 2.75'',7' 11'',179,6' 3.25'',9.97,2.78,3.08,36,42.5,7
Brian Bowen II,SF,2019-20,6.50%,8.5,9.75,6' 6.25'',6' 7.5'',8' 7'',200,6' 10'',10.98,3.21,3.26,32,35.5,1
Ky Bowman,PG,2019-20,4.90%,8.25,9,6' 1'',6' 2.25'',8' 2'',181.2,6' 7'',11.11,3.11,3.26,27.5,33,4
Ignas Brazdeikis,SF,2019-20,6.00%,8.75,9.5,6' 5.75'',6' 7.25'',8' 6'',220.8,6' 9.25'',11.06,3.17,3.36,31,36.5,13
O'Shae Brissett,SF-PF,2019-20,2.90%,9,9.5,6' 7'',6' 8'',8' 8'',203.2,7' 0'',11.3,3.18,3.48,34,37.5,11
Moses Brown,C,2019-20,7.80%,9.5,10.25,7' 1.25'',7' 2.5'',9' 5'',237.2,7' 4.75'',11.95,3.3,3.51,27,31,-
Brandon Clarke,SF,2019-20,4.90%,8.25,9.5,6' 7.25'',6' 8.25'',8' 6'',207.2,6' 8.25'',10.61,3.05,3.15,34,40.5,10
Nicolas Claxton,C,2019-20,4.50%,9.25,9.5,6' 10'',6' 11.75'',9' 2'',216.6,7' 2.5'',11.26,3.47,3.36,31.5,36.5,8
Tyler Cook,PF,2019-20,6.10%,9.5,10.75,6' 7.25'',6' 8.75'',8' 10.5'',245.4,7' 0.5'',11.32,3.1,3.28,27.5,32,11
Jarrett Culver,SG,2019-20,5.00%,8.25,8.5,6' 5.25'',6' 6.75'',8' 4.5'',194.2,6' 9.5'',-,-,-,-,-,-
Terence Davis,SG,2019-20,4.10%,9.25,10.75,6' 3'',6' 4.5'',8' 5'',192.4,6' 8.75'',10.69,2.96,3.28,29.5,34,13
Luguentz Dort,PG,2019-20,5.00%,8.5,9,6' 2.75'',6' 4.25'',8' 3.5'',222.2,6' 8.5'',10.79,3.13,3.22,32.5,38,14
Devon Dotson,PG,2019-20,5.90%,8.25,9.5,6' 0'',6' 2'',7' 11.5'',178.6,6' 3.25'',10.63,2.8,3.04,30,38.5,7
Carsen Edwards,PG,2019-20,5.50%,8.75,9,5' 10.75'',6' 0.25'',7' 10.5'',199.4,6' 6'',10.53,2.82,3.22,28.5,34,14
Tacko Fall,C,2019-20,6.80%,10.5,10.5,7' 5.25'',7' 7'',10' 2.5'',288.8,8' 2.25'',13.01,3.46,3.78,22,26.5,8
Bruno Fernando,C,2019-20,5.40%,9.25,10,6' 8.75'',6' 10.25'',9' 2'',237,7' 3.25'',11.29,3.05,3.21,29.5,33.5,13
Daniel Gafford,PF,2019-20,5.90%,9.25,9.25,6' 9.25'',6' 10.5'',9' 2'',237.6,7' 2.25'',11.61,3.19,3.25,32.5,36.5,5
Darius Garland,PG,2019-20,-%,-,-,,,,-,,-,-,-,-,-,-
Quentin Grimes,SG,2019-20,8.40%,8.25,10,6' 4'',6' 5.25'',8' 4.5'',209.6,6' 7.75'',10.83,3.28,3.2,27.5,36,6
Kyle Guy,SG,2019-20,5.70%,8,8.75,6' 0.75'',6' 2.25'',7' 11.5'',167.8,6' 4.5'',10.48,3.07,3.27,30.5,36.5,4
Jaylen Hands,PG,2019-20,5.10%,8,8.25,6' 1.5'',6' 3'',8' 1'',180.4,6' 5.5'',10.73,3.03,3.12,33,41.5,6
Jared Harper,PG,2019-20,3.90%,8.25,9.5,5' 9.75'',5' 11'',7' 10'',169.2,6' 5.5'',10.77,3.02,3.04,33.5,40.5,8
Jaxson Hayes,PF,2019-20,5.00%,9.25,10.5,6' 10.25'',6' 11.5'',9' 2.5'',218.6,7' 3.5'',11.74,3.23,3.37,27,34.5,5
Dewan Hernandez,C,2019-20,6.10%,9.5,10.25,6' 9'',6' 10.25'',8' 11'',232.8,7' 1.75'',11.46,3.25,3.28,30.5,35.5,13
Tyler Herro,SG,2019-20,7.10%,8,8.75,6' 4.5'',6' 6'',8' 4.5'',192.4,6' 3.25'',-,-,-,-,-,-
Jalen Hoard,PF,2019-20,6.70%,8.75,9.75,6' 7.25'',6' 9'',8' 9.5'',212.6,7' 0.75'',11.44,3.32,3.34,27.5,35.5,8
Talen Horton-Tucker,SG,2019-20,8.40%,9.5,9.75,6' 2.5'',6' 4'',8' 7'',235.4,7' 1.25'',11.34,3.43,3.34,26,34.5,10
De'Andre Hunter,,2019-20,-%,-,-,,,,-,,-,-,-,-,-,-
DaQuan Jeffries,SF-PF,2019-20,3.90%,9.5,10.25,6' 4'',6' 5'',8' 8'',215.6,6' 11.25'',-,-,-,-,-,-
Ty Jerome,PG,2019-20,6.50%,8.25,9.5,6' 4.25'',6' 5.5'',8' 2'',194.4,6' 4'',11.21,3.12,3.4,26,31.5,2
Keldon Johnson,SG,2019-20,5.60%,8,9.25,6' 4.75'',6' 6'',8' 8'',216.4,6' 9.25'',-,-,-,-,-,-
Cameron Johnson,SG,2019-20,5.80%,8,8.5,6' 7'',6' 8.5'',8' 7'',205.2,6' 10'',10.52,3.28,3.26,30.5,36.5,-
Mfiondu Kabengele,PF,2019-20,5.10%,9.25,10.75,6' 8.75'',6' 10.25'',9' 1.5'',256.2,7' 3'',11.21,3.3,3.25,28,35.5,6
Louis King,SF,2019-20,4.80%,8,8.5,6' 6.75'',6' 8'',8' 8.5'',195.2,7' 0.25'',10.99,3.05,3.28,29,33,-
Romeo Langford,SG,2019-20,-%,9,9,6' 4.5'',6' 6'',8' 7'',-,6' 11'',-,-,-,-,-,-
Dedric Lawson,PF,2019-20,8.90%,9.75,9.75,6' 7'',6' 8.5'',8' 11.5'',233,7' 2.25'',11.8,3.54,3.6,23.5,26,10
Jalen Lecque,PG,2019-20,4.00%,8.75,8.5,6' 2.5'',6' 4.25'',8' 2.5'',185.2,6' 8.5'',11.09,3.3,3.29,35,43,1
Nassir Little,SF,2019-20,5.90%,8.75,10,6' 4.5'',6' 6'',8' 8.5'',224.2,7' 1.25'',12.15,3.1,3.24,31,38.5,5
Terance Mann,SG-SF,2019-20,4.00%,9.5,9.25,6' 4.75'',6' 6.5'',8' 5'',204.6,6' 7.75'',11.51,3.14,3.3,32.5,38.5,6
Cody Martin,PG-SG,2019-20,5.00%,8.25,9,6' 4.75'',6' 5.5'',8' 6.5'',192.2,6' 10.25'',10.44,2.99,3.32,28,35.5,7
Charles Matthews,SG,2019-20,3.80%,8.5,8.75,6' 5'',6' 6.25'',8' 7'',194.8,6' 9.5'',11.26,3.24,3.38,29.5,37.5,9
Jalen McDaniels,SF,2019-20,5.70%,9,10,6' 8.25'',6' 9.75'',8' 9.5'',191.6,7' 0.25'',11.54,3.23,3.32,29.5,33.5,-
Ja Morant,PG,2019-20,-%,-,-,,,,-,,-,-,-,-,-,-
Zach Norvell Jr.,SG,2019-20,7.50%,8.5,9.5,6' 4.5'',6' 5.5'',8' 5'',206.4,6' 6'',11.6,3.34,3.43,24,30,-
Jaylen Nowell,SG,2019-20,6.10%,8.25,8.5,6' 3.25'',6' 4.25'',8' 2'',202.4,6' 7.25'',10.76,3.13,3.23,32,38.5,2
Jordan Nwora,PF,2019-20,7.80%,8.5,9.25,6' 5.75'',6' 7.5'',8' 7'',220,6' 10.5'',-,-,-,-,-,-
Chuma Okeke,,2019-20,-%,-,-,,,,-,,-,-,-,-,-,-
KZ Okpala,SF,2019-20,4.60%,9.25,9.25,6' 7.25'',6' 9.5'',8' 10.5'',209.6,7' 1.75'',10.88,3.13,3.38,30.5,37,9
Miye Oni,SG,2019-20,4.90%,9,10,6' 4.25'',6' 5.75'',8' 4.5'',205.6,6' 10.75'',11.71,3.12,3.17,30.5,38.5,19
Eric Paschall,SF,2019-20,6.30%,9,9.5,6' 6'',6' 7.25'',8' 7.5'',254.4,6' 11.75'',11.63,3.26,3.3,33,38,18
Reggie Perry,SF-PF,2019-20,6.70%,9,10,6' 8'',6' 9.25'',8' 10'',250.8,7' 0.5'',12.46,3.4,3.3,28.5,31.5,15
Shamorie Ponds,PG,2019-20,9.80%,7.75,8,5' 11.5'',6' 0.5'',8' 0.5'',180,6' 3.5'',11.01,3.07,3.2,29,37,-
Jordan Poole,SG,2019-20,7.50%,8.25,8.5,6' 3.5'',6' 5.5'',8' 3.5'',190.8,6' 6.75'',10.59,3.14,3.27,28,35.5,-
Jontay Porter,PF,2019-20,8.50%,8.75,9.5,6' 9.75'',6' 11'',9' 1.5'',210.4,7' 0'',-,-,-,-,-,-
Kevin Porter Jr.,SG,2019-20,5.10%,8.75,8.75,6' 4'',6' 5.5'',8' 7'',212.6,6' 9'',10.82,3.03,3.14,27,34,2
Neemias Queta,C,2019-20,6.30%,9.5,11,6' 10.75'',7' 0.25'',9' 3.5'',225.8,7' 4.25'',12.04,3.45,3.73,24,32.5,1
Cameron Reddish,SF,2019-20,4.70%,9,9,6' 6.5'',6' 8'',8' 9.5'',207.8,7' 0.5'',-,-,-,-,-,-
Naz Reid,PF,2019-20,14.00%,9.5,9.25,6' 8.75'',6' 9.5'',9' 1'',255.8,7' 3.25'',12.03,3.76,3.42,26,32.5,3
Isaiah Roby,PF,2019-20,3.90%,9,10.5,6' 7.25'',6' 8.5'',8' 10'',214,7' 1'',10.63,3.05,3.25,32.5,35.5,9
Luka Samanic,PF,2019-20,5.60%,8.5,9,6' 9.5'',6' 11'',8' 11'',227.2,6' 10.5'',11.01,3.03,3.27,27,38,7
Admiral Schofield,SF,2019-20,6.80%,8.75,9,6' 4'',6' 5.25'',8' 6.5'',240.6,6' 9.75'',10.77,2.87,3.37,30,34,15
Marial Shayok,SF-PF,2019-20,4.70%,8.75,9.25,6' 4.5'',6' 5.5'',8' 7.5'',196.8,7' 0.25'',11.16,3.04,3.37,29.5,36.5,9
Simisola Shittu,PF,2019-20,6.20%,8.75,8.5,6' 8.5'',6' 9.5'',8' 10'',227.2,7' 1.25'',11.85,3.24,3.3,27,35.5,11
Killian Tillie,,2019-20,-%,-,-,,,,-,,-,-,-,-,-,-
P.J. Washington,PF,2019-20,8.60%,9,10.25,6' 6.5'',6' 8'',8' 10.5'',230.4,7' 2.25'',-,-,-,-,-,-
Tremont Waters,PG,2019-20,6.60%,8,9.75,5' 9.5'',5' 10.75'',7' 9.5'',172.4,6' 2.25'',10.76,3.11,3.07,30.5,40.5,5
Quinndary Weatherspoon,SG,2019-20,6.10%,8.5,9,6' 3'',6' 4.25'',8' 4'',206.6,6' 9'',11.57,3.15,3.16,31,38,-
Coby White,PG,2019-20,4.30%,7.75,9,6' 3.5'',6' 4.75'',8' 1.5'',191.4,6' 5'',-,-,-,-,-,-
Kris Wilkes,SF,2019-20,4.90%,8.5,9.5,6' 6.25'',6' 7.75'',8' 7'',208.8,6' 10.75'',10.39,3.09,3.34,27.5,35,4
Grant Williams,PF,2019-20,5.40%,9,10.5,6' 5.75'',6' 7.5'',8' 8.5'',240.2,6' 9.75'',10.83,3.27,3.33,26,31.5,20
Zion Williamson,PF,2019-20,-%,-,-,,,,-,,-,-,-,-,-,-
Dylan Windler,SF,2019-20,4.60%,8.25,9.5,6' 6.25'',6' 7.5'',8' 8.5'',195.8,6' 10'',10.7,2.94,3.3,29,37.5,8
Precious Achiuwa,PF,2020-21,6.70%,9,10,6'7.50'',6'8.75'',9'0.50'',234,7'0.75'',-,-,-,-,-,-
Ty-Shon Alexander,SG,2020-21,12.30%,8.75,8.75,6'2.00'',6'4.00'',8'4.00'',200.8,6'8.00'',11.33,2.47,3.26,28,33,-
Udoka Azubuike,C,2020-21,9.61%,9.25,10,6'10.00'',6'11.50'',9'1.00'',259.5,7'7.25'',11.82,3.61,3.23,37,41,-
Tyler Bey,PF,2020-21,5.00%,8.5,9,6'6.00'',6'7.00'',8'9.50'',212.8,7'1.25'',11.35,2.75,3.17,37,43.5,-
Yoeli Childs,PF,2020-21,8.20%,8.75,10,6'6.00'',6'7.00'',8'10.00'',226.4,6'11.50'',10.87,2.42,3.22,34,38.5,-
Mamadi Diakite,PF,2020-21,7.83%,9,10.25,6'8.50'',6'10.25'',8'11.00'',222.1,7'3.75'',11.95,2.71,3.16,28,37,-
Devon Dotson,PG,2020-21,4.60%,8.25,10,6'0.50'',6'1.75'',7'11.00'',185.2,6'3.00'',10.44,2.22,3.02,31.5,40.5,-
Paul Eboua,SF-PF,2020-21,3.80%,9,10.25,6'6.00'',6'7.50'',9'0.00'',222.2,7'3.50'',10.79,2.44,3.19,33,35.5,-
CJ Elleby,SG-SF,2020-21,4.20%,8.75,10,6'5.50'',6'6.25'',8'4.50'',198.6,6'7.25'',11.25,2.63,3.25,30.5,36.5,-
Trent Forrest,PG,2020-21,5.65%,9,9.75,6'3.50'',6'4.75'',8'6.50'',203,6'7.50'',11.04,2.5,3.18,28,34.5,-
Josh Green,SG-SF,2020-21,6.80%,8,8.75,6'4.50'',6'5.50'',8'5.50'',214,6'9.75'',10.64,2.28,3.12,30.5,39.5,-
Ashton Hagans,PG,2020-21,4.10%,9,9,6'1.50'',6'2.50'',8'3.50'',193,6'8.00'',10.82,2.5,3.13,29.5,36.5,-
Joshua Hall,SF,2020-21,7.60%,8.75,9.5,6'6.00'',6'7.50'',8'8.50'',196.6,6'11.00'',12.16,2.62,3.38,31.5,37.5,-
Jalen Harris,SG,2020-21,4.40%,8.25,9.5,6'2.75'',6'4.25'',8'1.50'',193.4,6'7.00'',10.59,2.49,3.11,37.5,42.5,-
Markus Howard,PG,2020-21,9.91%,8.5,7.75,5'9.50'',5'11.00'',7'7.50'',170.8,6'0.25'',11.21,3.17,3.11,30.5,35.5,-
Elijah Hughes,SF-SG,2020-21,10.20%,8.5,8.75,6'4.75'',6'6.50'',8'5.50'',229,6'7.50'',-,-,-,-,-,-
Isaiah Joe,SG,2020-21,4.70%,8.25,8.25,6'3.00'',6'4.50'',8'5.00'',170.4,6'7.50'',-,-,-,-,-,-
Mason Jones,SG,2020-21,8.90%,8.75,8.5,6'3.75'',6'5.75'',8'6.50'',207.2,6'7.00'',10.6,2.49,3.33,24,31,-
Nathan Knight,PF-C,2020-21,8.20%,9,9.5,6'8.00'',6'9.75'',9'1.50'',235,7'2.00'',11.56,2.96,3.31,23,31.5,-
Theo Maledon,PG,2020-21,2.80%,8.5,10,6'4.00'',6'5.00'',8'4.50'',187.4,6'8.75'',-,-,-,-,-,-
Karim Mane,PG-SG,2020-21,3.73%,8.5,9.75,6'5.00'',6'6.00'',8'6.00'',196,6'11.00'',11.52,2.64,3.04,31,36,-
Naji Marshall,SF,2020-21,8.70%,9.25,10.5,6'5.75'',6'7.00'',8'6.50'',233.5,7'0.75'',11.77,2.9,3.37,28.5,35,-
Kenyon Martin Jr.,SF-PF,2020-21,5.90%,8.5,8.75,6'6.00'',6'7.00'',8'6.00'',213.2,6'7.25'',11.93,2.58,3.16,31.5,38.5,-
Skylar Mays,SG,2020-21,7.40%,8,9.75,6'3.00'',6'4.00'',8'3.00'',204,6'6.00'',10.65,2.4,3.3,29,37.5,-
Zeke Nnaji,PF-C,2020-21,5.90%,9,10.5,6'9.25'',6'10.50'',8'9.50'',246.8,7'2.00'',10.94,2.72,3.2,33,38,-
Jordan Nwora,SF-PF,2020-21,11.68%,8.5,9.25,6'5.75'',6'7.00'',8'8.00'',223,6'10.25'',11.29,2.66,3.43,29,35,-
Reggie Perry,PF-C,2020-21,8.40%,9.25,11,6'8.25'',6'9.25'',8'10.50'',249.6,7'0.25'',11.26,2.57,3.25,30,33.5,-
Myles Powell,PG-SG,2020-21,15.80%,8,9,6'0.50'',6'1.50'',8'3.00'',194,6'7.00'',-,-,-,-,-,-
Immanuel Quickley,SG,2020-21,8.20%,8,8.75,6'2.00'',6'3.00'',8'3.00'',185.8,6'8.25'',11.21,2.46,3.17,29.5,35.5,-
Jahmi'us Ramsey,SG,2020-21,3.40%,8.75,9.75,6'2.50'',6'3.75'',8'4.50'',193.4,6'6.00'',-,-,-,-,-,-
Paul Reed Jr.,PF,2020-21,6.83%,9,8.75,6'8.50'',6'9.25'',9'1.50'',219.2,7'2.00'',12.29,2.67,3.45,26.5,37.5,-
Nick Richards,C,2020-21,8.50%,9,9,6'10.50'',6'11.50'',9'2.00'',241.6,7'2.25'',11.42,2.92,3.25,30,34,-
Grant Riller,PG-SG,2020-21,5.40%,8,8.5,6'0.25'',6'1.00'',8'0.50'',178.4,6'5.25'',11.17,2.45,3.07,32.5,39.5,-
Jayden Scrubb,SG-SF,2020-21,3.70%,8.25,9.75,6'5.00'',6'6.25'',8'8.50'',185.2,6'9.50'',-,-,-,-,-,-
Jalen Smith,PF-C,2020-21,3.70%,9.25,9.25,6'9.25'',6'10.25'',9'2.00'',224.6,7'2.25'',-,-,-,-,-,-
Cassius Stanley,SG,2020-21,5.80%,8.25,9,6'5.00'',6'6.25'',8'3.50'',201.6,6'7.00'',11.4,2.43,3.09,34.5,44,-
Lamar Stevens,SF-PF,2020-21,6.80%,8.5,9.75,6'5.75'',6'6.75'',8'5.00'',228,6'9.00'',10.35,2.54,3.2,35,41,-
Isaiah Stewart,C,2020-21,7.50%,9,10.5,6'7.25'',6'8.50'',9'0.50'',243,7'4.75'',-,-,-,-,-,-
Tyrell Terry,PG,2020-21,7.60%,7.5,8.25,6'1.50'',6'3.00'',8'0.00'',170,6'1.75'',10.78,2.59,3.28,30,34,-
Killian Tillie,PF,2020-21,12.43%,8.25,9.25,6'8.75'',6'10.00'',8'10.00'',221.6,6'8.00'',11.6,2.62,3.4,27.5,32,-
Xavier Tillman Sr.,PF-C,2020-21,8.50%,10.25,11,6'7.50'',6'8.50'',8'10.00'',266.5,7'2.00'',11.8,3.01,3.49,26,32.5,-
Kaleb Wesson,C,2020-21,12.50%,9,10.75,6'9.25'',6'10.25'',9'3.50'',252.6,7'3.50'',11.73,2.64,3.6,21.5,27,-
Kahlil Whitney,SF,2020-21,5.30%,9.25,10.25,6'5.50'',6'7.00'',8'9.50'',205,7'0.25'',11.17,2.61,3.28,29,39,-
Cassius Winston,PG,2020-21,9.00%,8.75,8.25,6'0.50'',6'1.50'',8'1.00'',196,6'6.00'',11.15,2.74,3.61,24,28,-
Robert Woodard II,SF,2020-21,4.50%,9,10.75,6'5.50'',6'7.00'',8'9.50'',230.2,7'2.00'',11.1,2.49,3.18,32,38,-
Max Abmas,PG,2021-22,5.50%,8,7.75,5'10.5'',5'11.75'',7'10.0'',161.8,6'1.75'',10.9,3.49,3.12,28.5,32.5,-
Ochai Agbaji,SG,2021-22,4.15%,9,8.75,6'4.5'',6'5.5'',8'7.5'',214.4,6'10.0'',10.88,3.1,3.13,32,41.5,-
Marcus Bagley,SF,2021-22,7.50%,8.75,8.5,6'6.0'',6'7.75'',8'6.5'',216.8,6'11.0'',12.26,3.1,3.17,32.5,38.5,-
Scottie Barnes,SF,2021-22,5.30%,9.25,10.25,6'7.0'',6'8.0'',9'0.0'',225.4,7'2.75'',10.88,2.99,3.15,36,39.5,-
Charles Bassey,C,2021-22,5.90%,9,9.5,6'9.25'',6'10.25'',8'11.5'',230.2,7'3.0'',12.19,3.33,3.13,33,36,-
Brandon Boston Jr.,SF,2021-22,6.00%,9,9.75,6'5.75'',6'7.0'',8'8.0'',188,6'10.75'',-,-,-,-,-,-
James Bouknight,SG,2021-22,5.50%,8.75,9,6'3.5'',6'4.75'',8'5.5'',190,6'8.25'',-,-,-,-,-,-
Greg Brown III,PF,2021-22,5.50%,9,9.75,6'7.25'',6'8.5'',8'11.0'',206.4,7'0.25'',10.98,2.98,3.19,33.5,39,-
Jared Butler,PG,2021-22,5.10%,8.5,8.25,6'2.25'',6'3.75'',8'2.5'',193,6'4.0'',-,-,-,-,-,-
Julian Champagnie,SF,2021-22,8.00%,9,8.5,6'6.5'',6'7.5'',8'10.5'',217.4,6'10.0'',12.38,3.2,3.2,26,32,-
Justin Champagnie,PF,2021-22,6.30%,8.75,8.5,6'5.75'',6'6.75'',8'8.0'',206.4,6'9.5'',11.94,3.14,3.34,27,35,-
Josh Christopher,SG,2021-22,5.80%,8.75,8.5,6'3.25'',6'4.5'',8'5.0'',214.8,6'9.25'',11.32,3.3,3.14,29.5,37.5,-
Sharife Cooper,PG,2021-22,-%,-,-,,,,-,,-,-,-,-,-,-
Cade Cunningham,PG,2021-22,-%,-,-,,,,-,,-,-,-,-,-,-
Ayo Dosunmu,SG,2021-22,4.90%,8.5,8.75,6'3.5'',6'5.0'',8'6.0'',194.4,6'10.25'',11.51,3.27,3.23,27,33.5,-
David Duke Jr.,SG,2021-22,5.90%,8.5,9,6'4.25'',6'5.5'',8'6.5'',203.6,6'8.75'',11.21,3.19,3.08,30,39,-
Kessler Edwards,PF,2021-22,4.30%,8.5,8.25,6'7.0'',6'8.0'',8'10.0'',203,6'11.25'',11.3,3.38,3.25,28,37,-
